#this is a test file, it should be tab-delimited
#the first three/four columns should be "Chr, Locus, cM, [Mb]" (case sensitive)
#please save as Unix format text file.
#comment line always start with a '#'
#type riset or intercross
#@type:riset
@type:intercross
@name:BXD
#abbreviation of maternal or paternal parents
@mat:B6
@pat:D
#heterozygous , optional, default is "H"
@het:H
#Unknown , optional, default is "U"
@unk:U																																					
7	D7Mit270	18	36	B6	D	B6	D	B6	B6	B6	D	B6	D	D	B6	B6	B6	B6	B6	D	D	B6	D	B6	D	D	B6	D	D	D	B6	B6	D	B6	D	B6	B6	B6
7	D7Mit230	24.5	49	B6	D	B6	B6	B6	B6	B6	D	B6	D	B6	B6	B6	B6	B6	B6	D	B6	B6	D	B6	B6	B6	B6	D	D	D	B6	B6	B6	B6	D	B6	B6	B6
7	D7Mit199	27.8	55.6	B6	D	B6	B6	B6	B6	B6	D	B6	D	D	B6	B6	B6	B6	B6	D	B6	B6	D	B6	B6	B6	B6	D	D	B6	B6	B6	B6	B6	B6	B6	B6	B6
7	D7Mit318	36.5	73	B6	B6	D	B6	B6	D	B6	D	B6	D	D	B6	B6	B6	B6	B6	D	B6	B6	D	B6	B6	B6	D	B6	D	B6	B6	D	B6	D	B6	B6	B6	B6
7	D7Mit350	41	82	B6	B6	D	B6	B6	D	B6	D	B6	D	B6	B6	D	B6	B6	B6	D	B6	B6	D	B6	B6	B6	B6	D	D	B6	B6	B6	B6	D	B6	B6	B6	B6
7	D7Mit301	46.5	93	B6	B6	D	B6	B6	D	B6	D	D	D	D	B6	D	B6	B6	B6	B6	B6	D	D	B6	D	B6	B6	D	D	B6	D	B6	B6	D	B6	B6	B6	B6
7	D7Mit323	50	100	B6	B6	D	B6	B6	D	B6	D	D	D	D	B6	D	B6	B6	B6	B6	B6	D	D	B6	D	B6	B6	D	D	B6	D	B6	B6	D	B6	B6	B6	D
7	D7Mit222	52.6	105.2	B6	B6	D	B6	B6	D	B6	D	D	D	B6	B6	D	B6	D	B6	D	B6	B6	D	B6	D	D	B6	B6	D	B6	D	B6	B6	D	D	B6	B6	D
7	D7Mit330	57.4	114.8	D	B6	D	B6	B6	D	B6	B6	D	D	B6	B6	D	B6	D	B6	D	B6	B6	D	B6	B6	D	B6	B6	D	B6	D	B6	B6	D	D	D	B6	D
7	D7Mit371	65.2	130.4	D	D	D	D	B6	D	B6	D	D	D	D	B6	D	B6	D	B6	B6	B6	B6	B6	D	B6	D	B6	D	D	B6	D	D	B6	D	D	D	D	D
7	D7Mit334	69	138	D	D	D	B6	B6	D	B6	D	D	B6	D	B6	D	D	D	B6	B6	D	B6	D	D	D	D	B6	D	D	B6	D	D	B6	D	D	B6	D	D
7	D7Mit259	72	144	D	D	D	B6	B6	D	B6	D	D	B6	D	B6	D	B6	D	B6	B6	D	B6	D	D	D	D	B6	D	D	B6	D	D	B6	D	D	D	D	B6
8	D8Mit124	6	12	B6	B6	D	B6	B6	D	D	B6	D	D	B6	D	D	D	B6	D	D	B6	D	B6	B6	B6	D	D	D	D	B6	D	D	B6	B6	B6	D	B6	B6
8	D8Mit95	8	16	B6	B6	D	B6	B6	D	D	B6	D	D	B6	D	D	D	B6	D	D	B6	D	B6	B6	B6	D	D	D	D	B6	D	D	B6	D	D	D	B6	B6
8	D8Mit189	18	36	B6	B6	B6	B6	B6	B6	D	B6	D	B6	B6	D	D	B6	B6	B6	D	B6	D	B6	B6	B6	D	D	D	D	B6	D	D	B6	B6	D	B6	B6	B6
8	D8Mit294	22.5	45	B6	B6	B6	B6	B6	B6	D	B6	D	B6	B6	D	D	B6	B6	B6	B6	B6	D	B6	B6	B6	D	D	D	D	B6	D	D	B6	B6	D	B6	B6	B6
8	D8Mit128	31	62	D	B6	D	B6	B6	D	D	B6	D	B6	B6	D	D	D	B6	B6	D	B6	D	B6	B6	B6	B6	B6	D	D	D	D	D	B6	B6	B6	B6	D	U
8	D8Mit145	33.7	67.4	D	B6	D	B6	D	D	D	B6	D	B6	B6	D	D	D	B6	B6	D	B6	D	B6	B6	B6	B6	B6	D	D	B6	D	B6	B6	B6	D	B6	D	D
8	D8Mit75	37.3	74.6	D	B6	B6	D	D	D	D	B6	D	B6	B6	D	D	D	D	B6	D	B6	D	B6	B6	B6	B6	B6	D	D	B6	D	D	B6	D	D	B6	B6	D
8	D8Mit147	44.8	89.6	D	B6	B6	D	D	D	D	B6	D	B6	B6	D	D	B6	D	B6	B6	B6	D	B6	D	B6	B6	D	B6	D	D	D	D	B6	D	D	D	B6	D
8	D8Mit242	47.9	95.8	D	B6	D	D	D	D	D	B6	D	B6	B6	D	D	B6	D	D	B6	B6	D	B6	D	D	D	D	B6	D	D	D	D	B6	D	D	D	B6	D
8	D8Mit113	52	104	D	B6	D	D	D	D	D	B6	D	B6	B6	D	D	B6	D	D	B6	B6	D	D	D	B6	D	D	B6	D	D	B6	D	B6	D	D	D	B6	D
8	D8Mit156	74.3	148.6	D	B6	D	D	D	D	B6	D	D	B6	D	D	B6	B6	D	D	D	B6	D	D	D	B6	D	B6	B6	D	B6	D	D	B6	D	D	D	B6	D
9	D9Mit90	9	18	B6	D	B6	D	D	D	D	D	B6	B6	B6	D	D	D	B6	D	D	D	D	D	B6	B6	D	D	B6	D	B6	B6	U	D	D	D	D	D	D
9	D9Mit227	23	46	B6	D	B6	D	D	D	B6	D	B6	D	B6	D	D	D	B6	D	B6	D	D	D	B6	D	D	D	B6	D	B6	B6	U	D	D	D	D	D	D
9	D9Mit4	29	58	D	D	B6	D	D	D	B6	D	B6	D	B6	D	D	D	B6	D	B6	D	D	D	B6	B6	D	B6	B6	D	U	B6	D	D	D	D	D	D	D
9	D9Mit48	31.5	63	D	D	D	D	D	D	B6	D	B6	D	B6	D	D	D	B6	D	B6	D	B6	D	B6	B6	D	B6	B6	D	U	B6	B6	D	D	D	D	D	D
9	D9Mit263	42	84	D	B6	D	D	D	D	B6	D	B6	B6	B6	D	D	D	B6	D	D	B6	B6	D	B6	B6	D	D	B6	B6	D	B6	B6	B6	D	D	D	D	D
9	D9Mit11	47	94	D	B6	B6	D	D	B6	B6	D	B6	B6	B6	D	D	B6	B6	D	D	B6	B6	D	B6	B6	B6	D	B6	B6	U	B6	U	B6	D	D	U	D	D
9	D9Mit35	52	104	D	B6	B6	D	D	B6	B6	D	B6	B6	B6	B6	D	B6	D	D	D	B6	B6	D	B6	B6	B6	D	B6	D	B6	B6	D	B6	D	D	B6	D	D
9	D9Mit53	57	114	D	U	B6	D	D	B6	B6	D	B6	B6	B6	B6	D	B6	U	D	D	B6	B6	D	B6	B6	B6	D	U	D	B6	B6	U	B6	D	U	U	D	U
9	D9Mit243	61.8	123.6	B6	D	B6	B6	D	B6	B6	B6	B6	B6	B6	B6	D	B6	U	D	D	B6	B6	U	B6	B6	B6	B6	H	D	B6	B6	B6	B6	D	B6	D	D	B6
9	D9Mit151	72	144	B6	D	B6	D	B6	B6	B6	B6	B6	B6	B6	D	B6	B6	B6	D	D	D	D	B6	B6	B6	B6	D	B6	D	B6	B6	B6	B6	D	B6	D	D	B6
10	D10Mit28	4	8	D	D	D	B6	D	B6	B6	B6	B6	B6	B6	B6	D	D	B6	B6	B6	D	B6	D	B6	D	B6	D	B6	D	U	U	U	U	U	U	U	U	U
10	D10Mit247	7	14	D	D	D	B6	D	B6	B6	D	B6	B6	B6	B6	D	D	B6	B6	B6	B6	B6	D	B6	D	B6	D	B6	D	D	D	B6	D	B6	B6	B6	B6	D
10	D10Mit213	11	22	D	D	D	B6	D	B6	B6	D	B6	B6	B6	B6	D	B6	B6	D	B6	B6	B6	D	B6	D	B6	D	B6	D	D	D	B6	D	B6	B6	B6	B6	D
10	D10Mit3	21	42	D	D	D	B6	B6	B6	B6	B6	B6	D	D	B6	D	B6	B6	D	B6	D	D	D	B6	D	B6	B6	B6	D	D	D	B6	D	B6	B6	B6	B6	D
10	D10Mit194	29	58	B6	B6	D	B6	D	B6	B6	B6	B6	D	U	B6	D	B6	B6	D	B6	D	B6	B6	B6	D	B6	B6	B6	D	D	D	B6	D	B6	B6	B6	B6	D
10	D10Mit186	40	80	B6	D	D	D	D	B6	B6	B6	B6	D	U	D	B6	B6	B6	D	D	D	D	B6	D	D	B6	B6	B6	D	B6	D	B6	D	D	B6	B6	B6	D
10	D10Mit261	47	94	B6	D	B6	D	D	B6	B6	B6	B6	D	B6	D	B6	B6	B6	D	B6	D	D	D	D	D	B6	B6	B6	D	B6	D	B6	D	D	B6	D	B6	D
10	D10Mit68	51.5	103	B6	D	D	D	D	B6	D	B6	B6	D	B6	D	D	B6	B6	D	B6	D	D	D	D	D	B6	B6	B6	D	D	D	B6	D	D	B6	D	B6	D
10	D10Mit133	59	118	B6	D	D	D	B6	B6	D	B6	B6	B6	B6	D	D	B6	B6	D	B6	D	D	D	D	D	B6	B6	B6	D	D	D	B6	D	B6	D	D	B6	D
10	D10Mit233	62	124	B6	D	B6	D	B6	B6	B6	B6	B6	B6	B6	D	D	B6	B6	D	B6	D	D	D	D	D	B6	B6	B6	D	D	D	B6	D	B6	D	B6	B6	D
10	D10Mit180	64	128	B6	D	B6	D	B6	B6	B6	B6	B6	B6	B6	D	D	D	D	D	B6	D	D	D	D	D	B6	B6	D	B6	D	D	B6	D	B6	D	B6	B6	D
11	D11Mit226	1	2	B6	B6	B6	D	B6	D	B6	B6	D	D	B6	B6	D	B6	D	B6	B6	B6	D	B6	D	D	D	B6	D	D	B6	B6	D	B6	D	D	B6	B6	U
11	D11Mit78	3	6	B6	B6	B6	D	B6	D	B6	B6	D	D	D	B6	D	B6	D	B6	B6	D	D	B6	D	D	D	B6	D	D	B6	B6	D	B6	B6	D	B6	B6	D
11	D11Mit295	10	20	B6	B6	B6	D	B6	D	B6	B6	D	D	D	B6	D	B6	D	B6	B6	D	D	B6	D	D	D	D	D	D	B6	B6	D	B6	B6	D	B6	B6	D
11	D11Mit79	10.2	20.4	B6	D	B6	D	B6	D	B6	B6	D	D	D	B6	D	B6	D	B6	B6	D	D	B6	D	D	D	D	D	D	B6	B6	D	B6	B6	D	B6	B6	D
11	D11Mit19	14	28	B6	D	B6	D	B6	B6	B6	B6	D	D	D	B6	D	D	D	B6	B6	B6	D	B6	D	D	D	D	D	D	B6	D	D	B6	B6	D	B6	B6	D
11	D11Mit53	16	32	B6	D	B6	D	B6	B6	B6	B6	D	D	D	B6	D	D	D	B6	B6	B6	D	B6	D	D	D	D	D	D	B6	D	D	B6	B6	D	B6	B6	D
11	D11Mit135	17	34	D	D	B6	D	B6	B6	B6	B6	D	D	D	B6	D	D	D	B6	B6	B6	D	B6	D	D	D	D	D	D	B6	D	D	B6	B6	D	B6	B6	D
11	D11Mit231	17.5	35	D	D	B6	D	B6	B6	B6	B6	D	D	D	B6	D	B6	D	B6	B6	B6	D	B6	D	D	D	D	D	D	B6	D	D	B6	B6	D	B6	B6	D
11	D11Mit51	18	36	D	D	B6	D	B6	B6	B6	B6	D	D	D	B6	D	B6	D	B6	B6	B6	B6	B6	D	D	D	D	D	D	B6	D	D	B6	B6	D	B6	B6	D
11	D11Mit308	19	38	D	D	B6	D	B6	B6	B6	D	D	D	D	B6	D	B6	D	B6	B6	B6	B6	B6	D	D	D	B6	D	D	B6	D	D	B6	B6	D	B6	B6	D
11	D11Mit174	19	38	D	D	B6	D	B6	B6	B6	D	D	D	D	B6	D	B6	D	B6	B6	B6	B6	B6	D	D	D	B6	D	D	B6	D	D	B6	B6	D	B6	B6	D
11	D11Mit296	20	40	D	D	B6	D	B6	B6	B6	D	D	D	D	B6	D	B6	B6	B6	B6	B6	B6	B6	D	D	D	B6	D	D	B6	D	D	B6	B6	D	B6	B6	D
11	D11Mit20	20	40	D	D	B6	D	B6	B6	B6	D	D	D	D	B6	D	B6	B6	B6	B6	B6	B6	B6	D	D	D	B6	D	D	B6	D	D	B6	B6	D	B6	B6	D
11	D11Mit154	26.5	53	D	D	B6	D	B6	B6	B6	D	D	D	B6	D	D	B6	B6	D	B6	B6	B6	B6	B6	D	D	B6	D	D	B6	D	B6	B6	B6	D	D	B6	D
11	D11Mit349	31	62	D	D	B6	D	B6	B6	B6	D	D	D	B6	D	B6	B6	B6	D	B6	B6	B6	B6	B6	D	D	B6	D	D	B6	D	B6	B6	B6	D	D	B6	B6
11	D11Mit177	36	72	B6	D	B6	D	B6	B6	B6	B6	D	B6	D	D	B6	D	B6	D	B6	B6	B6	B6	B6	D	D	B6	D	D	B6	D	D	B6	B6	B6	B6	B6	B6
11	D11Mit219	41	82	B6	D	B6	D	B6	B6	B6	B6	D	B6	D	D	B6	D	B6	D	B6	B6	B6	B6	B6	D	D	B6	B6	D	B6	D	D	B6	B6	B6	B6	B6	B6
11	D11Mit178	47	94	B6	D	D	B6	B6	D	B6	D	B6	D	D	D	B6	D	D	D	D	B6	B6	B6	B6	B6	D	B6	B6	D	B6	B6	B6	B6	B6	B6	B6	B6	B6
11	D11Mit41	49	98	B6	D	D	B6	B6	D	B6	D	B6	D	D	D	B6	D	D	D	D	B6	B6	B6	B6	B6	D	B6	B6	D	B6	B6	B6	B6	B6	B6	B6	B6	B6
11	D11Mit179	52	104	B6	D	D	B6	D	D	B6	D	B6	D	D	D	B6	D	D	D	D	B6	B6	B6	D	B6	D	B6	B6	D	B6	B6	B6	B6	B6	B6	B6	B6	B6
11	D11Mit99	59.5	119	B6	D	D	D	D	D	B6	B6	B6	D	D	D	B6	D	D	D	D	B6	D	B6	B6	B6	B6	D	B6	D	B6	D	B6	D	B6	B6	B6	B6	D
11	D11Mit333	66	132	D	D	D	D	D	D	B6	B6	B6	B6	D	B6	D	D	D	D	D	B6	D	B6	B6	B6	B6	D	B6	D	B6	D	B6	B6	B6	B6	B6	B6	D
11	D11Mit48	77	154	D	D	B6	D	D	D	B6	D	D	B6	D	D	B6	B6	D	D	D	B6	D	D	D	B6	B6	D	B6	D	B6	D	D	D	B6	D	B6	B6	D
12	D12Mit182	2	4	B6	D	B6	B6	D	D	D	D	B6	D	B6	B6	B6	B6	D	D	D	D	D	B6	D	B6	B6	B6	D	D	D	D	B6	D	D	B6	D	D	B6
12	D12Mit84	11	22	B6	D	B6	B6	B6	D	D	D	D	B6	B6	B6	B6	B6	D	D	D	D	D	B6	D	B6	B6	B6	B6	D	D	D	B6	D	D	B6	D	D	D
12	D12Mit153	15	30	D	D	B6	B6	B6	D	B6	D	B6	B6	D	B6	B6	D	D	D	D	D	D	B6	D	D	B6	B6	D	D	D	D	B6	D	D	B6	D	D	D
12	D12Mit172	20	40	B6	D	B6	B6	D	D	B6	B6	B6	B6	D	B6	B6	D	D	B6	D	D	D	B6	D	B6	D	B6	D	D	D	D	U	D	B6	D	D	D	B6
12	D12Mit285	23	46	D	B6	B6	B6	D	D	B6	B6	D	B6	D	B6	D	D	D	B6	D	B6	D	D	D	D	D	B6	D	D	B6	D	D	D	B6	D	D	D	B6
12	D12Mit36	23.5	47	B6	B6	B6	B6	D	D	B6	B6	D	B6	D	B6	D	D	D	B6	D	D	D	D	D	D	D	B6	D	D	B6	D	D	D	B6	D	D	D	B6
12	D12Mit114	24.5	49	B6	B6	B6	B6	D	D	B6	B6	D	B6	D	B6	B6	D	D	B6	D	D	D	D	D	D	D	B6	D	D	B6	B6	D	D	B6	D	U	D	B6
12	D12Mit5	37	74	B6	B6	B6	B6	D	B6	B6	D	D	B6	D	B6	B6	B6	D	B6	B6	B6	D	D	D	D	B6	B6	D	D	B6	B6	D	D	D	D	B6	D	B6
12	D12Mit194	45	90	B6	B6	B6	B6	D	B6	B6	D	B6	B6	D	B6	B6	D	D	B6	B6	D	B6	D	D	D	B6	B6	D	D	D	B6	D	B6	D	D	D	D	B6
12	D12Mit259	45	90	B6	B6	B6	B6	D	B6	B6	D	B6	B6	D	B6	B6	D	D	B6	B6	D	B6	D	D	D	B6	B6	D	D	D	B6	D	B6	D	D	D	D	B6
12	D12Mit231	48	96	B6	B6	B6	B6	D	B6	B6	B6	B6	B6	D	D	B6	D	D	B6	B6	B6	D	D	D	D	B6	D	B6	D	D	B6	D	B6	D	D	D	D	B6
12	D12Mit280	55	110	B6	B6	B6	D	B6	D	D	D	B6	B6	D	D	B6	B6	D	B6	B6	B6	D	D	D	D	B6	D	D	D	D	B6	D	B6	D	D	D	D	B6
13	D13Mit57	9	18	D	B6	B6	B6	B6	B6	B6	D	D	D	B6	B6	D	B6	B6	B6	B6	D	B6	D	B6	B6	D	D	B6	D	B6	B6	D	D	D	B6	D	B6	B6
13	D13Mit115	11	22	D	B6	B6	B6	B6	B6	B6	D	D	D	B6	B6	D	B6	B6	B6	B6	D	B6	D	D	B6	D	D	B6	D	B6	B6	D	D	D	B6	D	B6	B6
13	D13Mit60	16.1	32.2	B6	D	D	B6	B6	B6	D	D	D	D	B6	B6	D	B6	B6	B6	B6	D	B6	D	D	D	B6	D	B6	D	D	B6	D	D	D	B6	D	B6	B6
13	D13Mit91	30	60	B6	D	D	B6	B6	D	D	D	D	B6	B6	D	B6	B6	B6	D	B6	B6	B6	D	D	D	B6	D	D	D	D	D	B6	D	D	B6	D	B6	B6
13	D13Mit13	35	70	B6	D	B6	D	B6	D	B6	D	D	D	B6	D	B6	B6	D	D	B6	B6	D	D	D	D	B6	D	D	D	D	B6	B6	D	D	B6	D	B6	B6
13	D13Mit224	37.5	75	B6	D	B6	D	B6	D	D	D	D	D	B6	D	B6	B6	D	D	B6	D	D	D	D	D	B6	D	D	D	D	B6	B6	D	D	B6	D	B6	B6
13	D13Mit254	40	80	D	D	B6	B6	B6	D	D	D	D	D	D	D	B6	B6	D	D	B6	D	D	B6	D	B6	B6	D	D	D	D	D	D	D	D	B6	D	B6	B6
13	D13Mit126	41	82	D	D	B6	B6	B6	D	D	D	D	D	D	D	B6	B6	D	D	B6	D	D	B6	D	D	B6	D	D	D	D	B6	D	D	D	B6	D	D	B6
13	D13Mit145	52	104	D	D	B6	B6	B6	D	D	D	D	D	D	D	B6	D	D	D	B6	D	D	B6	D	D	B6	D	D	D	D	B6	D	D	D	B6	B6	B6	B6
13	D13Mit270	57	114	D	B6	B6	D	B6	D	D	U	D	D	B6	D	B6	D	D	D	D	D	D	B6	D	D	B6	B6	D	D	D	B6	D	D	D	B6	B6	B6	D
13	D13Mit151	71	142	B6	B6	D	D	B6	D	D	B6	B6	B6	B6	D	B6	B6	D	B6	D	D	D	B6	B6	D	B6	B6	D	D	D	B6	D	D	D	B6	B6	B6	D
13	D13Mit35	75	150	D	B6	D	D	D	D	D	D	B6	B6	B6	D	B6	B6	D	B6	D	D	D	B6	B6	B6	B6	B6	D	D	D	B6	D	D	D	B6	B6	B6	D
14	D14Mit99	3	6	D	D	B6	D	B6	D	D	B6	B6	B6	D	D	D	D	B6	D	D	B6	D	B6	B6	B6	D	B6	D	D	B6	B6	B6	B6	B6	B6	D	D	D
14	D14Mit50	6	12	D	D	B6	D	B6	D	D	B6	B6	B6	D	B6	D	D	B6	D	D	B6	B6	B6	B6	B6	D	B6	D	D	B6	B6	B6	B6	B6	B6	D	D	D
14	D14Mit45	12.5	25	B6	D	B6	D	D	D	D	B6	B6	D	D	B6	D	D	B6	B6	B6	B6	B6	B6	B6	B6	D	B6	D	D	B6	B6	D	B6	B6	B6	D	D	D
14	D14Mit60	15	30	B6	D	B6	D	D	D	D	D	B6	D	B6	D	D	D	B6	B6	B6	B6	B6	B6	B6	B6	D	B6	D	D	B6	D	D	B6	B6	B6	D	D	D
14	D14Mit63	19.5	39	B6	D	B6	D	D	D	D	D	B6	D	D	D	D	D	B6	B6	B6	B6	B6	B6	B6	B6	D	B6	D	D	B6	D	D	D	B6	B6	D	D	D
14	D14Mit102	28.4	56.8	B6	D	B6	D	D	D	D	B6	B6	D	D	D	B6	D	B6	B6	D	B6	B6	D	B6	B6	D	B6	B6	D	B6	D	D	D	B6	B6	D	D	D
14	D14Mit115	40	80	B6	D	B6	D	D	D	D	B6	B6	D	D	D	B6	D	B6	B6	B6	B6	B6	D	B6	B6	D	D	B6	D	D	D	D	D	B6	B6	D	D	D
14	D14Mit7	44	88	B6	D	B6	D	D	D	D	B6	B6	D	D	D	B6	D	B6	B6	B6	D	B6	D	B6	B6	D	D	B6	D	D	B6	D	D	B6	B6	D	D	D
14	D14Mit228	46.7	93.4	B6	D	B6	D	D	D	D	B6	B6	D	D	B6	B6	D	B6	B6	B6	D	B6	D	B6	B6	D	D	B6	B6	D	B6	D	D	D	B6	D	D	D
14	D14Mit165	52.5	105	B6	D	B6	D	D	D	D	B6	B6	D	D	D	B6	D	B6	B6	B6	D	D	D	B6	B6	D	B6	B6	B6	D	B6	D	D	D	B6	D	D	D
14	D14Mit185	54	108	B6	D	B6	D	D	D	D	B6	B6	D	D	D	B6	D	B6	B6	D	D	D	D	D	B6	D	B6	B6	B6	D	B6	D	D	D	B6	D	D	D
14	D14Mit266	59	118	D	D	B6	B6	D	B6	D	D	B6	D	D	D	B6	D	B6	B6	B6	D	D	B6	D	B6	D	B6	D	B6	D	B6	D	U	D	B6	D	D	D
15	D15Mit13	6.7	13.4	B6	D	B6	B6	B6	D	B6	B6	B6	D	B6	B6	D	B6	B6	D	B6	B6	D	D	D	D	B6	D	B6	B6	B6	B6	D	B6	B6	B6	B6	B6	D
15	D15Mit53	9.2	18.4	B6	D	D	B6	B6	D	B6	B6	B6	D	B6	B6	D	B6	B6	D	B6	B6	D	D	D	D	B6	D	B6	B6	D	D	D	B6	B6	B6	B6	B6	D
15	D15Mit252	13.2	26.4	B6	D	D	B6	B6	D	B6	B6	B6	D	B6	B6	D	B6	B6	D	B6	B6	D	D	D	D	B6	D	B6	B6	D	D	D	B6	B6	U	B6	B6	D
15	D15Mit7	14.5	29	U	D	B6	B6	B6	D	B6	B6	B6	D	B6	B6	D	B6	B6	D	B6	B6	D	B6	D	D	B6	D	U	B6	D	D	D	U	U	U	B6	B6	D
15	D15Mit5	22.2	44.4	U	D	B6	B6	B6	D	B6	B6	B6	D	B6	B6	D	B6	B6	D	B6	B6	D	B6	D	D	B6	D	U	B6	D	D	D	U	U	U	B6	B6	D
15	D15Mit232	24	48	B6	D	B6	B6	B6	D	B6	B6	B6	D	B6	B6	D	D	B6	D	B6	B6	D	B6	D	D	B6	D	D	B6	D	D	D	U	D	U	B6	B6	D
15	D15Mit63	29.2	58.4	B6	B6	B6	B6	D	D	B6	B6	D	D	B6	B6	D	D	B6	D	B6	B6	D	B6	D	D	B6	D	D	B6	D	D	D	U	D	U	B6	D	B6
15	D15Mit105	42	84	B6	B6	B6	B6	D	D	B6	B6	D	D	B6	B6	D	D	B6	D	D	B6	D	B6	D	D	B6	D	D	B6	D	D	B6	D	B6	D	B6	D	B6
15	D15Mit189	50	100	B6	D	D	B6	D	D	B6	B6	D	D	D	B6	D	D	D	D	D	B6	D	B6	D	D	B6	D	D	D	D	D	B6	D	B6	D	B6	D	B6
15	D15Mit34	52.5	105	B6	D	B6	B6	D	D	B6	B6	D	B6	B6	B6	D	B6	D	D	B6	B6	B6	D	D	D	B6	D	D	D	D	D	B6	D	B6	B6	B6	D	B6
15	D15Mit16	62	124	D	B6	D	B6	D	D	B6	D	D	B6	B6	B6	D	B6	D	D	B6	B6	D	B6	D	B6	D	D	B6	D	B6	D	D	D	B6	B6	B6	B6	B6
16	D16Mit182	3.1	6.2	B6	D	B6	D	B6	B6	D	B6	B6	D	B6	B6	D	D	D	B6	B6	D	D	D	B6	D	D	D	B6	D	D	D	D	D	B6	D	D	B6	B6
16	D16Mit88	9.7	19.4	B6	D	B6	D	B6	B6	D	B6	B6	D	B6	B6	D	D	D	B6	B6	D	D	D	B6	B6	D	D	B6	D	U	D	D	D	D	D	D	B6	D
16	D16Mit146	16.9	33.8	B6	D	B6	D	B6	B6	D	B6	B6	D	B6	D	B6	D	D	B6	B6	D	D	D	D	B6	D	D	D	D	B6	D	D	D	D	D	B6	B6	D
16	D16Mit101	17	34	B6	D	B6	D	B6	B6	D	B6	B6	D	B6	D	B6	D	D	B6	B6	D	D	D	D	B6	D	D	D	D	B6	D	D	D	U	D	B6	B6	D
16	D16Mit58	23.3	46.6	B6	B6	B6	B6	D	B6	D	B6	B6	B6	B6	D	B6	D	D	B6	B6	D	D	D	D	B6	D	D	D	D	B6	B6	D	D	D	B6	B6	D	B6
16	D16Mit167	26.5	53	B6	B6	B6	B6	D	B6	D	B6	B6	B6	B6	D	B6	D	D	B6	B6	D	D	D	D	B6	D	D	D	B6	B6	B6	D	D	D	B6	B6	D	B6
16	D16Mit12	27.6	55.2	B6	B6	B6	B6	D	B6	D	B6	B6	B6	D	D	B6	D	D	B6	B6	D	D	D	D	B6	D	D	B6	D	B6	B6	B6	D	D	B6	B6	D	B6
16	D16Mit125	29	58	B6	B6	B6	B6	D	B6	D	B6	B6	B6	D	D	B6	D	D	B6	B6	B6	D	D	D	B6	D	D	B6	D	B6	B6	B6	D	D	B6	B6	D	B6
16	D16Mit5	38	76	B6	B6	B6	B6	D	B6	D	B6	B6	B6	D	D	B6	B6	D	D	B6	B6	D	D	D	B6	D	B6	B6	D	B6	B6	D	D	D	D	B6	B6	B6
16	D16Mit173	43	86	B6	B6	B6	B6	D	B6	D	B6	B6	D	D	D	B6	D	D	D	B6	B6	D	D	B6	B6	D	B6	B6	D	B6	D	D	D	D	D	B6	B6	B6
16	D16Mit217	45.5	91	B6	D	D	B6	D	B6	D	D	B6	B6	D	D	B6	D	D	B6	B6	D	D	D	D	B6	D	B6	B6	D	B6	D	D	D	D	D	B6	D	B6
16	D16Mit152	57	114	B6	D	D	B6	B6	B6	D	D	B6	D	D	D	B6	D	D	D	B6	D	D	D	D	B6	D	B6	B6	D	B6	D	D	D	D	D	B6	D	B6
16	D16Mit106	68	136	B6	B6	B6	B6	B6	D	D	B6	B6	D	D	B6	D	D	D	B6	D	D	B6	B6	D	D	D	B6	D	B6	B6	D	B6	D	D	D	B6	D	B6
17	D17Mit267	2	4	D	D	D	D	B6	B6	B6	D	B6	B6	B6	B6	B6	B6	B6	B6	D	B6	D	B6	B6	D	B6	D	D	D	D	D	D	B6	D	D	B6	B6	B6
17	D17Mit113	6.5	13	D	D	D	D	B6	B6	B6	D	B6	B6	B6	B6	D	B6	B6	B6	B6	B6	D	B6	B6	D	B6	D	D	D	D	D	D	B6	D	D	D	B6	B6
17	D17Mit133	9.5	19	D	B6	D	D	B6	B6	B6	D	B6	B6	B6	B6	D	B6	B6	D	D	B6	D	D	B6	D	B6	D	D	D	D	D	D	B6	U	D	D	B6	B6
17	D17Mit28	18.2	36.4	D	B6	D	D	B6	D	D	D	B6	B6	B6	D	D	B6	B6	D	D	B6	D	D	D	D	B6	D	D	D	D	D	D	D	B6	D	B6	D	B6
17	D17Mit49	23.2	46.4	D	B6	D	D	B6	B6	D	B6	D	B6	B6	D	D	B6	B6	B6	D	B6	D	D	D	D	B6	D	D	D	D	D	D	D	B6	D	B6	D	D
17	D17Mit274	33.5	67	D	D	D	D	B6	B6	D	B6	D	B6	B6	D	D	B6	B6	B6	D	D	D	B6	D	D	B6	D	D	D	B6	D	D	D	D	D	B6	D	D
17	D17Mit89	36	72	D	B6	B6	B6	B6	B6	D	B6	D	D	B6	D	D	B6	B6	B6	D	D	D	B6	D	D	B6	D	D	D	B6	D	D	D	D	D	B6	D	B6
17	D17Mit39	45	90	B6	B6	D	B6	B6	B6	D	D	D	D	B6	B6	D	B6	D	B6	D	D	D	B6	D	D	B6	D	D	D	D	B6	B6	D	D	D	B6	D	D
17	D17Mit41	53	106	B6	D	B6	B6	B6	B6	D	B6	D	D	B6	B6	D	B6	D	D	B6	B6	D	D	D	D	B6	B6	B6	D	D	B6	B6	D	D	D	B6	D	D
